supplier_name_raw,supplier_name_norm,candidate_company_number,candidate_company_name,match_score,candidate_count,total_spend,decision,queue_reason
Bidfood Foodservice,BIDFOOD FOODSERVICE,03694611,BIDFOOD FOODSERVICE LIMITED,1.0,1,1097.88,,tier 4 fuzzy
CONCAT Tech,CONCAT TECH,12730844,CONCAT TECH LTD,1.0,1,1095,,tier 4 fuzzy
Royce Furniture,ROYCE FURNITURE,12508015,ROYCE FURNITURE LTD,1.0,1,1060,,tier 4 fuzzy
Belle Vue Manchester,BELLE VUE MANCHESTER,03272014,BELLE VUE (MANCHESTER) LIMITED,1.0,1,1060,,tier 4 fuzzy
MANCHESTER APPLIANCES,MANCHESTER APPLIANCES,12210405,MANCHESTER APPLIANCES LIMITED,1.0,1,1050,,tier 4 fuzzy
Child in Mind,CHILD IN MIND,08303586,CHILD IN MIND LIMITED,1.0,1,1040,,tier 4 fuzzy
Creative Community,CREATIVE COMMUNITY,10949128,CREATIVE COMMUNITY LIMITED,1.0,1,1040,,tier 4 fuzzy
M & H PROPERTY MANAGEMENT,M AND H PROPERTY MANAGEMENT,09601962,M & H PROPERTY MANAGEMENT LIMITED,1.0,1,1013.4,,tier 4 fuzzy
Portland Nurseries,PORTLAND NURSERIES,07538309,PORTLAND NURSERIES LIMITED,1.0,1,1005.52,,tier 4 fuzzy
Blossoms Day Nursery,BLOSSOMS DAY NURSERY,05184063,BLOSSOMS DAY NURSERY LIMITED,1.0,1,1000,,tier 4 fuzzy
Farrer & Co,FARRER AND CO,OC323570,FARRER & CO LLP,1.0,1,1000,,tier 4 fuzzy
Combined Electrical Services Ltd,COMBINED ELECTRICAL SERVICES LTD,10680164,COMBINED ELECTRICAL SERVICES LIMITED,1.0,1,1000,,tier 4 fuzzy
Gas Safe Bristol,GAS SAFE BRISTOL,06128525,GAS SAFE BRISTOL LTD,1.0,1,1000,,tier 4 fuzzy
MIDAS,MIDAS,OE016371,MIDAS LIMITED,1.0,3,1000,,tier 4 fuzzy
Recolight,RECOLIGHT,05496729,RECOLIGHT LIMITED,1.0,1,995,,tier 4 fuzzy
WHICH?,WHICH,00677665,WHICH? LIMITED,1.0,1,994,,tier 4 fuzzy
Jeremy Dixon,JEREMY DIXON,04827403,JEREMY DIXON LIMITED,1.0,1,990,,tier 4 fuzzy
URBAN SPLASH WORK,URBAN SPLASH WORK,02076610,URBAN SPLASH WORK LIMITED,1.0,1,979.4,,tier 4 fuzzy
Association of Adult Education and Training Organisations (AAETO),ASSOCIATION OF ADULT EDUCATION AND TRAINING ORGANISATIONS AAETO,07230542,ASSOCIATION OF ADULT EDUCATION AND TRAINING ORGANISATIONS,0.875,1,975,,tier 4 fuzzy
Avon Commercial Recovery,AVON COMMERCIAL RECOVERY,08945190,AVON COMMERCIAL RECOVERY LIMITED,1.0,1,972,,tier 4 fuzzy
Kingsbrook Residents Association,KINGSBROOK RESIDENTS ASSOCIATION,10974189,KINGSBROOK RESIDENTS ASSOCIATION LIMITED,1.0,1,970,,tier 4 fuzzy
Rainbow Behavioural Therapies,RAINBOW BEHAVIOURAL THERAPIES,13641113,RAINBOW BEHAVIOURAL THERAPIES LIMITED,1.0,1,963.9,,tier 4 fuzzy
Interpreting Solutions 2UK,INTERPRETING SOLUTIONS 2UK,12404280,INTERPRETING SOLUTIONS (2UK) LTD,1.0,1,960,,tier 4 fuzzy
Kellen Homes,KELLEN HOMES,12807501,KELLEN HOMES LIMITED,1.0,1,955.16,,tier 4 fuzzy
Compass Services Uk & Ireland,COMPASS SERVICES UK AND IRELAND,00535338,"COMPASS SERVICES, UK AND IRELAND LIMITED",1.0,1,946,,tier 4 fuzzy
Texthelp Systems Ltd,TEXTHELP SYSTEMS LTD,NI031186,EVERWAY OPCO LIMITED,,1,946,,tier 1 demoted: register name disagrees
The Art File,ART FILE,05006340,THE ART FILE LIMITED,1.0,1,935.48,,tier 4 fuzzy
Let Me Manchester,LET ME MANCHESTER,09537000,LET ME MANCHESTER LIMITED,1.0,1,925,,tier 4 fuzzy
Kelcey & Hall,KELCEY AND HALL,11140242,KELCEY AND HALL LIMITED,1.0,1,922.94,,tier 4 fuzzy
Proforma Arts,PROFORMA ARTS,12277616,PROFORMA ARTS LTD,1.0,1,916.59,,tier 4 fuzzy
Stephensons Solicitors,STEPHENSONS SOLICITORS,OC322962,STEPHENSONS SOLICITORS LLP,1.0,1,912,,tier 4 fuzzy
Octopus Energy,OCTOPUS ENERGY,09263424,OCTOPUS ENERGY LIMITED,1.0,1,908.25,,tier 4 fuzzy
SAFELINCS,SAFELINCS,04715788,SAFELINCS LIMITED,1.0,1,886.79,,tier 4 fuzzy
I Drew This,I DREW THIS,10202910,I DREW THIS LTD.,1.0,1,880,,tier 4 fuzzy
Jon Ward,JON WARD,07228389,JON WARD LIMITED,1.0,1,870,,tier 4 fuzzy
Ezy Travel And Tours,EZY TRAVEL AND TOURS,13095040,EZY TRAVEL AND TOURS LTD,1.0,1,860,,tier 4 fuzzy
CH&I Associates,CH AND I ASSOCIATES,07526331,CH&I ASSOCIATES LTD,1.0,1,858.5,,tier 4 fuzzy
Whistle Punks UK Ltd,WHISTLE PUNKS UK LTD,08876383,WHISTLE PUNKS UK LTD.,1.0,1,853.33,,tier 4 fuzzy
CENTER PARCS,CENTER PARCS,01908230,CENTER PARCS LIMITED,1.0,1,849,,tier 4 fuzzy
R & R Pulleyn Developments,R AND R PULLEYN DEVELOPMENTS,05324072,R & R PULLEYN DEVELOPMENTS LTD,1.0,1,848,,tier 4 fuzzy
Rtech Carpets,RTECH CARPETS,14509503,RTECH CARPETS LTD,1.0,1,845,,tier 4 fuzzy
Automobile Association Developments,AUTOMOBILE ASSOCIATION DEVELOPMENTS,01878835,AUTOMOBILE ASSOCIATION DEVELOPMENTS LIMITED,1.0,1,844.2,,tier 4 fuzzy
BROADSWORD EVENT HOUSE,BROADSWORD EVENT HOUSE,05893488,BROADSWORD EVENT HOUSE LIMITED,1.0,1,840.48,,tier 4 fuzzy
SILVERDALE SOLICITORS,SILVERDALE SOLICITORS,07654380,SILVERDALE SOLICITORS LIMITED,1.0,1,840,,tier 4 fuzzy
Contour Property Services,CONTOUR PROPERTY SERVICES,IP23975R,CONTOUR PROPERTY SERVICES LIMITED,1.0,1,835.37,,tier 4 fuzzy
Pluck Andrew Solicitors,PLUCK ANDREW SOLICITORS,06827406,PLUCK ANDREW SOLICITORS LIMITED,1.0,1,831.4,,tier 4 fuzzy
VIEW,VIEW,07735056,THE VIEW LIMITED,1.0,1,825,,tier 4 fuzzy
PPS Environmental,PPS ENVIRONMENTAL,12807863,PPS ENVIRONMENTAL LTD,1.0,1,825,,tier 4 fuzzy
Letts-Stay,LETTS-STAY,12307074,LETTS-STAY LTD,1.0,1,800,,tier 4 fuzzy
Dance like a mother,DANCE LIKE A MOTHER,13940036,DANCE LIKE A MOTHER LTD,1.0,1,800,,tier 4 fuzzy
Hart Psychological Consulting,HART PSYCHOLOGICAL CONSULTING,09776517,HART PSYCHOLOGICAL CONSULTING LIMITED,1.0,1,798.13,,tier 4 fuzzy
FLEXPRESS,FLEXPRESS,03838202,FLEXPRESS LIMITED,1.0,1,797.6,,tier 4 fuzzy
Complete Tuition,COMPLETE TUITION,10239321,COMPLETE TUITION LTD,1.0,1,789.98,,tier 4 fuzzy
The Essential Information Group,ESSENTIAL INFORMATION GROUP,02972048,ESSENTIAL INFORMATION GROUP LIMITED,1.0,1,775,,tier 4 fuzzy
WALKING TOGETHER,WALKING TOGETHER,12560888,WALKING TOGETHER LTD,1.0,1,770,,tier 4 fuzzy
Executive Property Management,EXECUTIVE PROPERTY MANAGEMENT,SC233891,EXECUTIVE PROPERTY MANAGEMENT LIMITED,1.0,1,757.83,,tier 4 fuzzy
Signs Direct,SIGNS DIRECT,04600303,SIGNS DIRECT LTD,1.0,1,750.95,,tier 4 fuzzy
Quest Media Network Ltd,QUEST MEDIA NETWORK LTD,05098603,QUEST MEDIA NETWORK LIMITED,1.0,1,750,,tier 4 fuzzy
York City Football Club,YORK CITY FOOTBALL CLUB,04689338,YORK CITY FOOTBALL CLUB LIMITED,1.0,1,750,,tier 4 fuzzy
Online Ergonomics,ONLINE ERGONOMICS,05642546,ONLINE ERGONOMICS LIMITED,1.0,1,749.75,,tier 4 fuzzy
Magic Cleaning Solutions,MAGIC CLEANING SOLUTIONS,11179328,MAGIC CLEANING SOLUTIONS LIMITED,1.0,1,746.42,,tier 4 fuzzy
Met Engineers LTD,MET ENGINEERS LTD,07572046,MET ENGINEERS LTD,1.0,1,745,,tier 4 fuzzy
Information & Records Management Society,INFORMATION AND RECORDS MANAGEMENT SOCIETY,12914034,INFORMATION AND RECORDS MANAGEMENT SOCIETY LIMITED,1.0,1,744.17,,tier 4 fuzzy
G & B Cash Registers,G AND B CASH REGISTERS,05947407,G & B CASH REGISTERS LIMITED,1.0,1,739.5,,tier 4 fuzzy
Central and North West London NHS Foundation Trust,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,OC419167,QUALITY TRUSTED SOLUTIONS LLP,,1,730,,tier 1 demoted: register name disagrees
Perspective,PERSPECTIVE,05775742,PERSPECTIVE LIMITED,1.0,1,720.7,,tier 4 fuzzy
MARTINS CRAFT BAKERY,MARTINS CRAFT BAKERY,00505826,MARTINS CRAFT BAKERY LIMITED,1.0,1,720,,tier 4 fuzzy
Project Buzz Ltd,PROJECT BUZZ LTD,07404833,PROJECT BUZZ,1.0,1,720,,tier 4 fuzzy
ABILITY SMART,ABILITY SMART,10875477,ABILITY SMART LTD,1.0,1,720,,tier 4 fuzzy
CIVIL SERVICE COLLEGE,CIVIL SERVICE COLLEGE,07835721,CIVIL SERVICE COLLEGE LIMITED,1.0,1,714,,tier 4 fuzzy
Interpreting Solutions Ltd,INTERPRETING SOLUTIONS LTD,07243504,INTERPRETING SOLUTIONS LIMITED,1.0,1,697.91,,tier 4 fuzzy
Rosetta Landscape Design,ROSETTA LANDSCAPE DESIGN,08366706,ROSETTA LANDSCAPE DESIGN LIMITED,1.0,1,695,,tier 4 fuzzy
Wildlife and Birdcare Nature Recovery Project CIC,WILDLIFE AND BIRDCARE NATURE RECOVERY PROJECT CIC,14179237,WILDLIFE AND BIRDCARE NATURE RECOVERY PROJECT CIC,1.0,1,679.7,,tier 4 fuzzy
THE KEY,KEY,15047717,KEY LIMITED,1.0,1,676.97,,tier 4 fuzzy
Bunzl UK t/a National Safety Supplies/Guardsman,BUNZL UK,02902454,BUNZL UK LIMITED,1.0,1,644.62,,tier 4 fuzzy
ETILLS,ETILLS,06006123,ETILLS LIMITED,1.0,1,642.18,,tier 4 fuzzy
Manchester Professional Services,MANCHESTER PROFESSIONAL SERVICES,01997391,MANCHESTER PROFESSIONAL SERVICES LIMITED,1.0,1,640,,tier 4 fuzzy
Cull Paperless Solutions Ltd,CULL PAPERLESS SOLUTIONS LTD,08336744,CULL PAPERLESS SOLUTIONS LTD,1.0,1,639.7,,tier 4 fuzzy
IRISH TOWN MANCHESTER,IRISH TOWN MANCHESTER,13781331,IRISH TOWN MANCHESTER LIMITED,1.0,1,616.2,,tier 4 fuzzy
Russell & Russell Solicitors,RUSSELL AND RUSSELL SOLICITORS,OC420972,RUSSELL & RUSSELL SOLICITORS LLP,1.0,1,616,,tier 4 fuzzy
PRESTIGE TRAINING,PRESTIGE TRAINING,08015511,PRESTIGE TRAINING LTD,1.0,1,612,,tier 4 fuzzy
Community Revival UK,COMMUNITY REVIVAL UK,05674292,COMMUNITY REVIVAL (UK) LIMITED,1.0,1,600,,tier 4 fuzzy
Imagination Gaming,IMAGINATION GAMING,07636109,IMAGINATION GAMING LTD,1.0,1,600,,tier 4 fuzzy
COPPA,COPPA,09446776,COPPA LIMITED,1.0,1,600,,tier 4 fuzzy
Seca,SECA,01430864,SECA LIMITED,1.0,1,597,,tier 4 fuzzy
MEMS Power Generation,MEMS POWER GENERATION,02028435,MEMS POWER GENERATION LIMITED,1.0,1,595,,tier 4 fuzzy
Campbell Court Residents Association,CAMPBELL COURT RESIDENTS ASSOCIATION,01728964,CAMPBELL COURT RESIDENTS ASSOCIATION LIMITED,1.0,1,590,,tier 4 fuzzy
Maxaura,MAXAURA,02589748,MAXAURA LIMITED,1.0,1,586,,tier 4 fuzzy
Paragon Psychological Services,PARAGON PSYCHOLOGICAL SERVICES,06931712,PARAGON PSYCHOLOGICAL SERVICES LTD,1.0,1,585,,tier 4 fuzzy
Yorkshire Psychologists,YORKSHIRE PSYCHOLOGISTS,11350332,YORKSHIRE PSYCHOLOGISTS LTD,1.0,1,584.95,,tier 4 fuzzy
Ymestyn Ltd,YMESTYN LTD,15529684,YMESTYN,1.0,1,581.9,,tier 4 fuzzy
Focus 4 Print,FOCUS 4 PRINT,06613271,FOCUS 4 PRINT LIMITED,1.0,1,577,,tier 4 fuzzy
Skills For Care Solutions,SKILLS FOR CARE SOLUTIONS,07938138,SKILLS FOR CARE SOLUTIONS LIMITED,1.0,1,575,,tier 4 fuzzy
Harpercollins Publishers,HARPERCOLLINS PUBLISHERS,SC027389,HARPERCOLLINS PUBLISHERS LIMITED,1.0,1,573,,tier 4 fuzzy
Sherwood Training,SHERWOOD TRAINING,08922359,SHERWOOD TRAINING LIMITED,1.0,1,572,,tier 4 fuzzy
KARCHER CENTER MCC,KARCHER CENTER MCC,01918592,KARCHER CENTER MCC LTD,1.0,1,560,,tier 4 fuzzy
PsychRep UK,PSYCHREP UK,12071467,PSYCHREP UK LIMITED,1.0,1,551.44,,tier 4 fuzzy
Pitney Bowes Purchase Power,PITNEY BOWES PURCHASE POWER,00182037,PITNEY BOWES LIMITED,,1,550.71,,tier 1 demoted: register name disagrees
William Roche,WILLIAM ROCHE,10348666,WILLIAM ROCHE LTD,1.0,1,550,,tier 4 fuzzy
HOE GRANGE HOLIDAYS,HOE GRANGE HOLIDAYS,11445920,HOE GRANGE HOLIDAYS LIMITED,1.0,1,549,,tier 4 fuzzy
WADSWORTH SECURITY PRODUCTS,WADSWORTH SECURITY PRODUCTS,01520203,WADSWORTH SECURITY PRODUCTS LIMITED,1.0,1,547.25,,tier 4 fuzzy
Evidence Matters,EVIDENCE MATTERS,03232047,EVIDENCE MATTERS LTD,1.0,1,540,,tier 4 fuzzy
JJ Property Services,JJ PROPERTY SERVICES,13338041,JJ PROPERTY SERVICES LIMITED,1.0,1,538,,tier 4 fuzzy
The Road Surface Treatments Association,ROAD SURFACE TREATMENTS ASSOCIATION,00375993,THE ROAD SURFACE TREATMENTS ASSOCIATION LIMITED,1.0,1,530,,tier 4 fuzzy
Cafe des Amis,CAFE DES AMIS,14236479,CAFÉ DES AMIS LIMITED,1.0,1,528,,tier 4 fuzzy
John Whittlestone Associates,JOHN WHITTLESTONE ASSOCIATES,06329345,JOHN WHITTLESTONE ASSOCIATES LIMITED,1.0,1,525,,tier 4 fuzzy
Baker Street Bakers,BAKER STREET BAKERS,13392077,BAKER STREET BAKERS LTD,1.0,1,517.5,,tier 4 fuzzy
House Of Marbles,HOUSE OF MARBLES,01994465,HOUSE OF MARBLES LIMITED,1.0,1,502.4,,tier 4 fuzzy
Theatre@41,THEATRE 41,03940894,THEATRE@41 LTD.,1.0,1,500,,tier 4 fuzzy
Signs4Life,SIGNS4LIFE,11184892,SIGNS4LIFE LIMITED,1.0,1,500,,tier 4 fuzzy
Early Education,EARLY EDUCATION,09912389,EARLY EDUCATION LIMITED,1.0,1,500,,tier 4 fuzzy
Lexis Nexis,LEXIS NEXIS,07416642,LEXISNEXIS RISK SOLUTIONS UK LIMITED,,1,500,,tier 1 demoted: register name disagrees
WF Education Group Ltd,WF EDUCATION GROUP LTD,02285483,COMMERCIAL SERVICES EDUCATION LTD,,1,486,,tier 1 demoted: register name disagrees
Cimex Lectularius T/A British Bird Control,CIMEX LECTULARIUS,08437150,CIMEX LECTULARIUS LIMITED,1.0,1,480,,tier 4 fuzzy
Alpine Property Group Limited,ALPINE PROPERTY GROUP LTD,08018186,ALPINE PROPERTY GROUP LIMITED,1.0,1,475,,tier 4 fuzzy
Covergold,COVERGOLD,02765148,COVERGOLD LIMITED,1.0,1,460,,tier 4 fuzzy
Turn Back Time,TURN BACK TIME,08726143,TURN BACK TIME LIMITED,1.0,1,460,,tier 4 fuzzy
Historic England,HISTORIC ENGLAND,09325413,HISTORIC ENGLAND LIMITED,1.0,1,450,,tier 4 fuzzy
Dalby Activity Centre,DALBY ACTIVITY CENTRE,10884493,DALBY ACTIVITY CENTRE LTD,1.0,1,450,,tier 4 fuzzy
Innova T/A Aquadapt,INNOVA,04052391,INNOVA LIMITED,1.0,1,445,,tier 4 fuzzy
Novotel,NOVOTEL,05396515,NOVOTEL LIMITED,1.0,1,437.5,,tier 4 fuzzy
Hortec,HORTEC,SC252944,HORTEC LIMITED,1.0,1,428.85,,tier 4 fuzzy
York St John Students Union Ltd,YORK ST JOHN STUDENTS UNION LTD,07250320,YORK ST JOHN STUDENTS' UNION,1.0,1,412,,tier 4 fuzzy
Rethink Mental Illness Ltd,RETHINK MENTAL ILLNESS LTD,01227970,RETHINK MENTAL ILLNESS,1.0,1,409.03,,tier 4 fuzzy
Cameo Engraving Co,CAMEO ENGRAVING CO,07924660,CAMEO ENGRAVING CO. LIMITED,1.0,1,391.77,,tier 4 fuzzy
Municipal Mutual Insurance Ltd,MUNICIPAL MUTUAL INSURANCE LTD,00076678,MUNICIPAL MUTUAL INSURANCE LIMITED,1.0,2,374.33,,tier 4 fuzzy
Jacobs,JACOBS,02594504,JACOBS U.K. LIMITED,,1,365,,tier 1 demoted: register name disagrees
Jordan Smith,JORDAN SMITH,11250057,JORDAN SMITH LTD,1.0,1,360,,tier 4 fuzzy
Kabir Family Law,KABIR FAMILY LAW,11738640,KABIR FAMILY LAW LIMITED,1.0,1,350,,tier 4 fuzzy
Living 4 Moments,LIVING 4 MOMENTS,12407129,LIVING 4 MOMENTS LTD,1.0,1,350,,tier 4 fuzzy
Banner,BANNER,07464584,BANNER LIMITED,1.0,1,307.92,,tier 4 fuzzy
Artventurers,ARTVENTURERS,07643933,ARTVENTURERS LIMITED,1.0,1,290,,tier 4 fuzzy
Leeds Environmental Design Associates,LEEDS ENVIRONMENTAL DESIGN ASSOCIATES,04112852,LEEDS ENVIRONMENTAL DESIGN ASSOCIATES LIMITED,1.0,1,275,,tier 4 fuzzy
Friends Of New Earswick Swimming Pool Cic,FRIENDS OF NEW EARSWICK SWIMMING POOL CIC,CE020809,FRIENDS OF NEW EARSWICK SWIMMING POOL,0.8571,1,270,,tier 4 fuzzy
The Plough Inn,PLOUGH INN,10757724,THE PLOUGH INN LIMITED,1.0,1,265,,tier 4 fuzzy
Home Group,HOME GROUP,IP22981R,HOME GROUP LIMITED,1.0,1,259.91,,tier 4 fuzzy
HBA Design,HBA DESIGN,11565705,HBA DESIGN LIMITED,1.0,1,250,,tier 4 fuzzy
Durham Care Line,DURHAM CARE LINE,02051987,DURHAM CARE LINE LIMITED,1.0,1,250,,tier 4 fuzzy
CYFOR,CYFOR,05495897,CYFOR LIMITED,1.0,1,0,,tier 4 fuzzy
Ashlea Landscaping,ASHLEA LANDSCAPING,01646393,ASHLEA LANDSCAPING LIMITED,1.0,1,0,,tier 4 fuzzy
Cartwright King Solicitors,CARTWRIGHT KING SOLICITORS,12450173,CARTWRIGHT KING SOLICITORS LTD,1.0,1,0,,tier 4 fuzzy
Torch Beam Training & Development,TORCH BEAM TRAINING AND DEVELOPMENT,13574777,TORCH BEAM TRAINING AND DEVELOPMENT LTD,1.0,1,-500,,tier 4 fuzzy
BEST4SYSTEMS,BEST4SYSTEMS,05251583,BEST4SYSTEMS LIMITED,1.0,1,-540,,tier 4 fuzzy
Nelson Transport,NELSON TRANSPORT,NI618189,NELSON TRANSPORT LTD,1.0,1,-2040,,tier 4 fuzzy
Solutions In Service,SOLUTIONS IN SERVICE,08824873,SOLUTIONS IN SERVICE LTD,1.0,1,-6480,,tier 4 fuzzy
Solutions In Service,SOLUTIONS IN SERVICE,08824873,SOLUTIONS IN SERVICE LTD,,1,-6480,,tier 1 demoted: register name disagrees
Gorsey Clough Nursing Home,GORSEY CLOUGH NURSING HOME,02055081,GORSEY CLOUGH NURSING HOME LIMITED,1.0,1,-18835.43,,tier 4 fuzzy
Sapphire Utility Solutions,SAPPHIRE UTILITY SOLUTIONS,08368213,SAPPHIRE UTILITY SOLUTIONS LIMITED,1.0,1,-85052.72,,tier 4 fuzzy
