supplier_name_raw,supplier_name_norm,candidate_company_number,candidate_company_name,match_score,candidate_count,total_spend,decision,queue_reason
Kyocera Document Solutions (UK) Ltd,KYOCERA DOCUMENT SOLUTIONS UK LTD,02150688,KYOCERA DOCUMENT SOLUTIONS (U.K.) LIMITED,,1,31690.08,,tier 1 demoted: register name disagrees
Premier Education Group,PREMIER EDUCATION GROUP,05922136,PREMIER EDUCATION GROUP LIMITED,1.0,1,31629,,tier 4 fuzzy
Evidence Talks,EVIDENCE TALKS,04611669,EVIDENCE TALKS LIMITED,1.0,1,31500,,tier 4 fuzzy
The Loop t/a Gamma Telecom Ltd,LOOP,12971631,LOOP LOOP LTD,1.0,1,31430.74,,tier 4 fuzzy
Tudor Environmental,TUDOR ENVIRONMENTAL,08693251,TUDOR (UK) LTD,,1,31423.31,,tier 1 demoted: register name disagrees
Tudor Environmental,TUDOR ENVIRONMENTAL,14282608,TUDOR ENVIRONMENTAL LTD,1.0,1,31423.31,,tier 4 fuzzy
Showmed,SHOWMED,06448256,SHOWMED LIMITED,1.0,1,31341.5,,tier 4 fuzzy
EBSCO INTERNATIONAL INC,EBSCO INTERNATIONAL INC,FC016134,EBSCO INTERNATIONAL INC.,1.0,2,31179.6,,tier 4 fuzzy
South Lockleaze and Purdown Neighbourhood Group,SOUTH LOCKLEAZE AND PURDOWN NEIGHBOURHOOD GROUP,10030391,SOUTH LOCKLEAZE AND PURDOWN NEIGHBOURHOOD GROUP CIC,0.8571,1,31120,,tier 4 fuzzy
Inclusivity Global,INCLUSIVITY GLOBAL,06448212,INCLUSIVITY GLOBAL LTD,1.0,1,30995,,tier 4 fuzzy
E.ON Next Energy,E ON NEXT ENERGY,03782443,E.ON NEXT ENERGY LIMITED,1.0,1,30861.65,,tier 4 fuzzy
INSIGHTS LEARNING & DEVELOPMENT,INSIGHTS LEARNING AND DEVELOPMENT,SC107074,INSIGHTS LEARNING & DEVELOPMENT LIMITED,1.0,1,30781.88,,tier 4 fuzzy
Manchester Stay Hotel,MANCHESTER STAY HOTEL,14159562,MANCHESTER STAY HOTEL LIMITED,1.0,1,30745,,tier 4 fuzzy
Emotional and Trauma Support,EMOTIONAL AND TRAUMA SUPPORT,14154517,EMOTIONAL AND TRAUMA SUPPORT LIMITED,1.0,1,30450,,tier 4 fuzzy
Hirepoint York,HIREPOINT YORK,09602518,HIREPOINT (YORK) LIMITED,1.0,1,30213.35,,tier 4 fuzzy
Amelio Enterprises T/A EV Camel,AMELIO ENTERPRISES,07341860,AMELIO ENTERPRISES LIMITED,1.0,1,30000,,tier 4 fuzzy
BOOKING.COM,BOOKING COM,03512889,BOOKING.COM LIMITED,1.0,1,29996,,tier 4 fuzzy
Values Academy,VALUES ACADEMY,03618159,VALUES ACADEMY,1.0,1,29821,,tier 4 fuzzy
HOOTSUITE INC,HOOTSUITE INC,08056847,HOOTSUITE MEDIA UK LIMITED,,1,29487.15,,tier 1 demoted: register name disagrees
Dream Big Sports,DREAM BIG SPORTS,10538270,DREAM BIG SPORTS LTD,1.0,1,29460,,tier 4 fuzzy
Willow View,WILLOW VIEW,10301016,WILLOW VIEW LIMITED,1.0,1,29155.27,,tier 4 fuzzy
Little Foxes Forest School,LITTLE FOXES FOREST SCHOOL,OC452105,LITTLE FOXES FOREST SCHOOL LLP,1.0,1,29061.24,,tier 4 fuzzy
JCW Energy Services,JCW ENERGY SERVICES,08831030,JCW ENERGY SERVICES LIMITED,1.0,1,29020.3,,tier 4 fuzzy
Studybugs,STUDYBUGS,08352917,STUDYBUGS LIMITED,1.0,1,28782,,tier 4 fuzzy
BEN ELLIOTT,BEN ELLIOTT,09964658,BEN ELLIOTT LIMITED,1.0,1,28692,,tier 4 fuzzy
Skills and Work Solutions,SKILLS AND WORK SOLUTIONS,03918013,SKILLS AND WORK SOLUTIONS LIMITED,1.0,1,28614.45,,tier 4 fuzzy
Leeds Beckett University,LEEDS BECKETT UNIVERSITY,02369724,LEEDS BECKETT UNIVERSITY ENTERPRISES LIMITED,,1,28466.67,,tier 1 demoted: register name disagrees
Strive Academy,STRIVE ACADEMY,13832822,STRIVE ACADEMY LIMITED,1.0,1,28380,,tier 4 fuzzy
Haymarket Media Group,HAYMARKET MEDIA GROUP,00267189,HAYMARKET MEDIA GROUP LTD.,,1,28380,,tier 1 demoted: register name disagrees
Haymarket Media Group,HAYMARKET MEDIA GROUP,00267189,HAYMARKET MEDIA GROUP LTD.,1.0,1,28380,,tier 4 fuzzy
eGOV Solutions,EGOV SOLUTIONS,11651414,EGOV SOLUTIONS LTD,1.0,1,28250.5,,tier 4 fuzzy
UPLIFT GROUP,UPLIFT GROUP,13538734,UPLIFT GROUP LTD,1.0,1,28219.3,,tier 4 fuzzy
Hydrock Consultants Limited,HYDROCK CONSULTANTS LTD,03118932,STANTEC HYDROCK LIMITED,,1,28200,,tier 1 demoted: register name disagrees
Advance Marine,ADVANCE MARINE,05949799,ADVANCE MARINE LIMITED,1.0,1,28028.42,,tier 4 fuzzy
Osborne House,OSBORNE HOUSE,01702727,OSBORNE HOUSE LIMITED,1.0,1,27996.65,,tier 4 fuzzy
CBRE,CBRE,03536032,CBRE LIMITED,1.0,1,27983.77,,tier 4 fuzzy
CBRE,CBRE,03536032,CBRE LIMITED,,1,27983.77,,tier 1 demoted: register name disagrees
Structural Investigation Services,STRUCTURAL INVESTIGATION SERVICES,11231077,STRUCTURAL INVESTIGATION SERVICES LIMITED,1.0,1,27765,,tier 4 fuzzy
Newpark Security Limited,NEWPARK SECURITY LTD,NI061344,NEWPARK SECURITY LTD,1.0,1,27442.5,,tier 4 fuzzy
Big Blue Door,BIG BLUE DOOR,07958927,BIG BLUE DOOR LIMITED,1.0,1,27350,,tier 4 fuzzy
Big Blue Door,BIG BLUE DOOR,07958927,BIG BLUE DOOR LIMITED,,1,27350,,tier 1 demoted: register name disagrees
ADVICE NI LTD,ADVICE NI LTD,NI071966,ADVICE NI,1.0,1,27111.7,,tier 4 fuzzy
WEARDALE MOTOR SERVICES,WEARDALE MOTOR SERVICES,00708826,WEARDALE MOTOR SERVICES LIMITED,1.0,1,26839.37,,tier 4 fuzzy
HH ASSOCIATES LTD,HH ASSOCIATES LTD,02671533,H H ASSOCIATES LIMITED,,1,26780.85,,tier 1 demoted: register name disagrees
Community Arts North West,COMMUNITY ARTS NORTH WEST,01400213,COMMUNITY ARTS NORTH WEST LTD.,1.0,1,26757,,tier 4 fuzzy
Buttress,BUTTRESS,03764182,BUTTRESS LIMITED,1.0,1,26498.38,,tier 4 fuzzy
CM MONITOR BRITAIN THINKS LTD,CM MONITOR BRITAIN THINKS LTD,07291125,THINKS INSIGHT AND STRATEGY (BRITAIN THINKS) LIMITED,,1,26391,,tier 1 demoted: register name disagrees
Auction House North West Commercial,AUCTION HOUSE NORTH WEST COMMERCIAL,10416346,AUCTION HOUSE NORTH WEST COMMERCIAL LIMITED,1.0,1,26356,,tier 4 fuzzy
Create Signs,CREATE SIGNS,07490353,CREATE SIGNS LTD,1.0,1,26088.05,,tier 4 fuzzy
ROC TECHNOLOGIES,ROC TECHNOLOGIES,07579363,ROC TECHNOLOGIES LIMITED,1.0,1,25890,,tier 4 fuzzy
Ideal Fostering,IDEAL FOSTERING,08606830,IDEAL FOSTERING LIMITED,1.0,1,25689.14,,tier 4 fuzzy
WESTFIELD HEALTH,WESTFIELD HEALTH,05696250,REWARD GATEWAY (UK) LTD,,1,25381.88,,tier 1 demoted: register name disagrees
WESTFIELD HEALTH,WESTFIELD HEALTH,10034914,WESTFIELD HEALTH LTD,1.0,1,25381.88,,tier 4 fuzzy
LexisNexis,LEXISNEXIS,02746621,RELX (UK) LIMITED,,1,25181.99,,tier 1 demoted: register name disagrees
Bear Care Services,BEAR CARE SERVICES,12479828,BEAR CARE SERVICES LIMITED,1.0,1,25000,,tier 4 fuzzy
Rhombus Studio Ltd,RHOMBUS STUDIO LTD,11583823,RHOMBUS STUDIO LTD,1.0,1,24999,,tier 4 fuzzy
Thrive Economics,THRIVE ECONOMICS,07424081,THRIVE ECONOMICS LIMITED,1.0,1,24999,,tier 4 fuzzy
Delphi Medical,DELPHI MEDICAL,06944767,DELPHI MEDICAL LIMITED,1.0,1,24835,,tier 4 fuzzy
ANGEL HOME CARE SERVICE PRIVATE,ANGEL HOME CARE SERVICE PRIVATE,07925464,ANGEL HOME CARE SERVICE PRIVATE LIMITED,1.0,1,24670.01,,tier 4 fuzzy
IDS York Ltd,IDS YORK LTD,11522117,IDS YORK LTD,1.0,1,24230,,tier 4 fuzzy
Opus Energy,OPUS ENERGY,04382246,OPUS ENERGY LIMITED,1.0,1,24172.91,,tier 4 fuzzy
Barton Hill Family Activity Club C.I.C,BARTON HILL FAMILY ACTIVITY CLUB C I C,12797101,BARTON HILL ACTIVITY CLUB C.I.C.,0.8571,1,24080,,tier 4 fuzzy
Durham University,DURHAM UNIVERSITY,RC000650,UNIVERSITY OF DURHAM,,1,24000,,tier 1 demoted: register name disagrees
Symetri,SYMETRI,03239798,SYMETRI LIMITED,1.0,1,23690,,tier 4 fuzzy
BB Heritage Studio,BB HERITAGE STUDIO,08862139,BB HERITAGE STUDIO LTD,1.0,1,23620,,tier 4 fuzzy
Howard Civil Engineering,HOWARD CIVIL ENGINEERING,04656708,HOWARD CIVIL ENGINEERING LIMITED,1.0,1,23605.91,,tier 4 fuzzy
Ashdene,ASHDENE,11482826,ASHDENE LIMITED,1.0,1,23598.72,,tier 4 fuzzy
Redmonds Solicitors,REDMONDS SOLICITORS,05734150,REDMONDS SOLICITORS LIMITED,1.0,1,23456.8,,tier 4 fuzzy
Accora,ACCORA,04915604,ACCORA LIMITED,1.0,1,23431,,tier 4 fuzzy
Step Together Volunteering,STEP TOGETHER VOLUNTEERING,02932195,STEP TOGETHER VOLUNTEERING LTD.,1.0,1,23131.76,,tier 4 fuzzy
Elite Services Group,ELITE SERVICES GROUP,09507288,ELITE SERVICES GROUP LTD,1.0,1,23120,,tier 4 fuzzy
Love to Ride,LOVE TO RIDE,06409628,LOVE TO RIDE LTD,1.0,1,23000,,tier 4 fuzzy
The Essential Parent Company,ESSENTIAL PARENT COMPANY,07535196,THE ESSENTIAL PARENT COMPANY LIMITED,1.0,1,23000,,tier 4 fuzzy
Key Steps Supported Accommodation,KEY STEPS SUPPORTED ACCOMMODATION,14173086,KEY STEPS SUPPORTED ACCOMMODATION LIMITED,1.0,1,22950,,tier 4 fuzzy
Ultra Cleaning Service,ULTRA CLEANING SERVICE,08200813,ULTRA CLEANING SERVICE LIMITED,1.0,1,22900,,tier 4 fuzzy
Argos Business Solutions,ARGOS BUSINESS SOLUTIONS,03234511,ARGOS BUSINESS SOLUTIONS LIMITED,1.0,1,22574.57,,tier 4 fuzzy
Sherbutt Home Care Services,SHERBUTT HOME CARE SERVICES,07259559,SHERBUTT HOME CARE SERVICES LIMITED,1.0,1,22511.85,,tier 4 fuzzy
Netsweeper,NETSWEEPER,07445898,NETSWEEPER LIMITED,1.0,1,22500,,tier 4 fuzzy
Coupland Cavendish t/a Gowing Law S,COUPLAND CAVENDISH,08034773,COUPLAND CAVENDISH LTD,1.0,1,22496.91,,tier 4 fuzzy
DWF 360,DWF 360,03556829,DWF 360 LIMITED,1.0,1,22200,,tier 4 fuzzy
Aspire Family Assessment Services,ASPIRE FAMILY ASSESSMENT SERVICES,13681290,ASPIRE FAMILY ASSESSMENT SERVICES LTD,1.0,1,22003.35,,tier 4 fuzzy
ADHD Foundation,ADHD FOUNDATION,05368328,ADHD FOUNDATION,1.0,1,21896.22,,tier 4 fuzzy
Bristol Taxis,BRISTOL TAXIS,08547900,BRISTOL TAXIS LTD,1.0,1,21745,,tier 4 fuzzy
Teleshore Group,TELESHORE GROUP,14671939,THE TELESHORE GROUP LIMITED,1.0,1,21330.55,,tier 4 fuzzy
Advanced Business Software and Solutions,ADVANCED BUSINESS SOFTWARE AND SOLUTIONS,04345919,ADVANCED BUSINESS SOFTWARE AND SOLUTIONS LIMITED,1.0,1,21106.58,,tier 4 fuzzy
AWS Solicitors,AWS SOLICITORS,09625570,AWS SOLICITORS LTD,1.0,1,21102.22,,tier 4 fuzzy
Mendip Toilet Hire,MENDIP TOILET HIRE,07554931,MENDIP TOILET HIRE LIMITED,1.0,1,21038,,tier 4 fuzzy
Stopford Information Systems,STOPFORD INFORMATION SYSTEMS,03837891,STOPFORD INFORMATION SYSTEMS LIMITED,1.0,1,20600,,tier 4 fuzzy
Stopford Information Systems,STOPFORD INFORMATION SYSTEMS,03837891,STOPFORD INFORMATION SYSTEMS LIMITED,,1,20600,,tier 1 demoted: register name disagrees
Kingfisher Design & Management Ltd,KINGFISHER DESIGN AND MANAGEMENT LTD,04653056,KINGFISHER DESIGN AND MANAGEMENT LTD,1.0,1,20546,,tier 4 fuzzy
Nationwide Data Collection,NATIONWIDE DATA COLLECTION,06351414,NATIONWIDE DATA COLLECTION LIMITED,1.0,1,20540,,tier 4 fuzzy
The information Lab,INFORMATION LAB,07389833,THE INFORMATION LAB LIMITED,1.0,1,20400,,tier 4 fuzzy
The Lancashire Wildlife Trust,LANCASHIRE WILDLIFE TRUST,00731548,THE LANCASHIRE WILDLIFE TRUST LTD,1.0,1,20400,,tier 4 fuzzy
Groundwork Yorkshire,GROUNDWORK YORKSHIRE,02202681,GROUNDWORK YORKSHIRE LIMITED,1.0,1,20180,,tier 4 fuzzy
Teamworks Karting,TEAMWORKS KARTING,03822178,TEAMWORKS KARTING LIMITED,1.0,1,20150,,tier 4 fuzzy
Carter Brown The Expert Service,CARTER BROWN THE EXPERT SERVICE,04547728,CARTER BROWN - THE EXPERT SERVICE LIMITED,1.0,1,19995.35,,tier 4 fuzzy
JEP Youth Engagement Ltd,JEP YOUTH ENGAGEMENT LTD,12868385,JEP YOUTH ENGAGEMENT LTD,1.0,1,19980,,tier 4 fuzzy
The Ethical Property Company,ETHICAL PROPERTY COMPANY,02961327,THE ETHICAL PROPERTY COMPANY PLC,1.0,1,19682.6,,tier 4 fuzzy
Hardstaff Barriers,HARDSTAFF BARRIERS,02791285,HARDSTAFF BARRIERS LIMITED,1.0,1,19653.36,,tier 4 fuzzy
Castlefield Gallery Limited,CASTLEFIELD GALLERY LTD,01838334,CASTLEFIELD GALLERY,1.0,1,19621.8,,tier 4 fuzzy
Graham Tew,GRAHAM TEW,07838540,GRAHAM TEW LTD,1.0,1,19507.95,,tier 4 fuzzy
Wilkinson Bros,WILKINSON BROS,09908949,WILKINSON BROS LTD,1.0,1,19360,,tier 4 fuzzy
Aggregate Industries T/A Kennedy,AGGREGATE INDUSTRIES,09634189,AGGREGATE INDUSTRIES LIMITED,1.0,1,19333.9,,tier 4 fuzzy
Dignity in Life,DIGNITY IN LIFE,09410554,DIGNITY IN LIFE LTD,1.0,1,19327.2,,tier 4 fuzzy
Bath Academy,BATH ACADEMY,03025819,BATH ACADEMY LIMITED,1.0,1,19272,,tier 4 fuzzy
Crossways Residential Home,CROSSWAYS RESIDENTIAL HOME,08843855,CROSSWAYS RESIDENTIAL HOME LIMITED,1.0,1,19225.2,,tier 4 fuzzy
Manchester Academy,MANCHESTER ACADEMY,12544904,THE MANCHESTER ACADEMY LTD,1.0,1,19040,,tier 4 fuzzy
DWF,DWF,OC328794,DWF LLP,,1,18462.3,,tier 1 demoted: register name disagrees
DWF,DWF,OC328794,DWF LLP,1.0,1,18462.3,,tier 4 fuzzy
Aspire-Igen Group Ltd,ASPIRE-IGEN GROUP LTD,03037445,ASPIRE-IGEN GROUP LTD,1.0,1,18167,,tier 4 fuzzy
Frenchay Forestry,FRENCHAY FORESTRY,09210796,FRENCHAY FORESTRY LIMITED,1.0,1,18014.5,,tier 4 fuzzy
Advanced Business,ADVANCED BUSINESS,11370631,ADVANCED BUSINESS LIMITED,1.0,1,18011.52,,tier 4 fuzzy
Elected Technologies,ELECTED TECHNOLOGIES,08843747,ELECTED TECHNOLOGIES LIMITED,1.0,1,18000,,tier 4 fuzzy
Arawak Walton Housing Association,ARAWAK WALTON HOUSING ASSOCIATION,IP025160,ARAWAK WALTON HOUSING ASSOCIATION LIMITED,1.0,1,17481,,tier 4 fuzzy
NEWSWIFT MANAGEMENT,NEWSWIFT MANAGEMENT,07104181,NEWSWIFT MANAGEMENT LTD,1.0,1,17415,,tier 4 fuzzy
Hurtwood Ltd,HURTWOOD LTD,04297233,HURTWOOD LIMITED,1.0,2,17065.4,,tier 4 fuzzy
The Lawrence,LAWRENCE,13915585,LAWRENCE LAWRENCE LTD,1.0,1,16911.52,,tier 4 fuzzy
Seetec Business Technology Centre,SEETEC BUSINESS TECHNOLOGY CENTRE,02291188,SEETEC BUSINESS TECHNOLOGY CENTRE LIMITED,,1,16800,,tier 1 demoted: register name disagrees
Seetec Business Technology Centre,SEETEC BUSINESS TECHNOLOGY CENTRE,02291188,SEETEC BUSINESS TECHNOLOGY CENTRE LIMITED,1.0,1,16800,,tier 4 fuzzy
Ambleside Lodge,AMBLESIDE LODGE,05142526,AMBLESIDE LODGE LIMITED,1.0,1,16675.2,,tier 4 fuzzy
Scan Computers International,SCAN COMPUTERS INTERNATIONAL,02620081,SCAN COMPUTERS INTERNATIONAL LIMITED,1.0,1,16304.18,,tier 4 fuzzy
Kloodle,KLOODLE,08497166,KLOODLE LIMITED,1.0,1,16250,,tier 4 fuzzy
Manchester Tutors,MANCHESTER TUTORS,14183845,MANCHESTER TUTORS LTD,1.0,1,16195.71,,tier 4 fuzzy
National Car Parks Ltd,NATIONAL CAR PARKS LTD,00253240,NATIONAL CAR PARKS LIMITED,1.0,1,16080.02,,tier 4 fuzzy
BPS Solicitors,BPS SOLICITORS,11057016,BPS SOLICITORS LIMITED,1.0,1,16055.95,,tier 4 fuzzy
Enhance Manchester Education,ENHANCE MANCHESTER EDUCATION,15167414,ENHANCE MANCHESTER EDUCATION LTD,1.0,1,16050,,tier 4 fuzzy
PHS CARE SERVICES,PHS CARE SERVICES,16032660,PHS CARE SERVICES LTD,1.0,1,16000,,tier 4 fuzzy
Avon Minibuses,AVON MINIBUSES,04840423,AVON MINIBUSES LIMITED,1.0,1,16000,,tier 4 fuzzy
Excellence Floorcare T/A Excellence Cleaning,EXCELLENCE FLOORCARE,10419020,EXCELLENCE FLOORCARE LIMITED,1.0,1,15942.64,,tier 4 fuzzy
Children and uniting Families Across Borders CFAB,CHILDREN AND UNITING FAMILIES ACROSS BORDERS CFAB,04025539,CHILDREN AND FAMILIES ACROSS BORDERS (CFAB),0.8571,1,15893.41,,tier 4 fuzzy
TN Electrical Services,TN ELECTRICAL SERVICES,14726915,TN ELECTRICAL SERVICES LTD,1.0,1,15876.35,,tier 4 fuzzy
Hideaway Youth Project,HIDEAWAY YOUTH PROJECT,05409204,HIDEAWAY YOUTH PROJECT LIMITED,1.0,1,15860,,tier 4 fuzzy
NHS Supply Chain,NHS SUPPLY CHAIN,10881715,SUPPLY CHAIN COORDINATION LIMITED,,1,15787.26,,tier 1 demoted: register name disagrees
Core Special Projects Ltd,CORE SPECIAL PROJECTS LTD,05012836,CORE SPECIAL PROJECTS LIMITED,1.0,1,15680.25,,tier 4 fuzzy
Schools Direct,SCHOOLS DIRECT,00543329,SCHOOLS DIRECT LIMITED,1.0,1,15649.2,,tier 4 fuzzy
Bearded Fellows Ltd,BEARDED FELLOWS LTD,08218554,BEARDED FELLOWS LTD,1.0,1,15550,,tier 4 fuzzy
GTD Healthcare,GTD HEALTHCARE,12293359,GTD HEALTHCARE LIMITED,1.0,1,15240,,tier 4 fuzzy
Pam Bates Consultancy,PAM BATES CONSULTANCY,12107834,PAM BATES CONSULTANCY LTD,1.0,1,15200,,tier 4 fuzzy
University Of Salford,UNIVERSITY OF SALFORD,RC000666,UNIVERSITY OF SALFORD(THE),,1,15152.5,,tier 1 demoted: register name disagrees
Intra City Investments,INTRA CITY INVESTMENTS,11220102,INTRA CITY INVESTMENTS LTD,1.0,1,15080,,tier 4 fuzzy
Smeeden Foreman,SMEEDEN FOREMAN,06580261,SMEEDEN FOREMAN LTD,1.0,1,15075,,tier 4 fuzzy
Systems Link,SYSTEMS LINK,11352186,THE SYSTEMS LINK LTD,1.0,1,15020,,tier 4 fuzzy
Concept Care,CONCEPT CARE,13870610,CONCEPT CARE LIMITED,1.0,1,15001.5,,tier 4 fuzzy
Novus Property Solutions,NOVUS PROPERTY SOLUTIONS,02403551,NOVUS PROPERTY SOLUTIONS LIMITED,1.0,1,14948.6,,tier 4 fuzzy
Tynetec,TYNETEC,01663928,TYNETEC LIMITED,1.0,1,14784,,tier 4 fuzzy
Stanford Marsh,STANFORD MARSH,00838089,STANFORD MARSH LIMITED,1.0,1,14763.76,,tier 4 fuzzy
Ralli Solicitors,RALLI SOLICITORS,OC354973,RALLI SOLICITORS LLP,1.0,1,14703,,tier 4 fuzzy
Dickinson Environmental,DICKINSON ENVIRONMENTAL,05420199,DICKINSON ENVIRONMENTAL LTD,1.0,1,14657.33,,tier 4 fuzzy
Northern Housing Consortium,NORTHERN HOUSING CONSORTIUM,04361009,NORTHERN HOUSING CONSORTIUM LIMITED,1.0,1,14446,,tier 4 fuzzy
Northern Housing Consortium,NORTHERN HOUSING CONSORTIUM,04361009,NORTHERN HOUSING CONSORTIUM LIMITED,,1,14446,,tier 1 demoted: register name disagrees
Bond Solon,BOND SOLON,02271977,BOND SOLON TRAINING LIMITED,,1,14435,,tier 1 demoted: register name disagrees
Cambridge Education,CAMBRIDGE EDUCATION,01566758,CAMBRIDGE EDUCATION LIMITED,1.0,1,14424.89,,tier 4 fuzzy
DLG Legal Services,DLG LEGAL SERVICES,08302561,DLG LEGAL SERVICES LIMITED,1.0,1,14392,,tier 4 fuzzy
Genuine Property Investments,GENUINE PROPERTY INVESTMENTS,08810139,GENUINE PROPERTY INVESTMENTS LIMITED,1.0,1,14354.3,,tier 4 fuzzy
Places for People Living +,PLACES FOR PEOPLE LIVING,IP20014R,PLACES FOR PEOPLE LIVING+ LIMITED,1.0,1,14331.36,,tier 4 fuzzy
The Education Community Partnership,EDUCATION COMMUNITY PARTNERSHIP,14758949,THE EDUCATION COMMUNITY PARTNERSHIP LTD,1.0,1,14250,,tier 4 fuzzy
Ruche Marketing,RUCHE MARKETING,OC443068,RUCHE MARKETING LLP,1.0,1,14160,,tier 4 fuzzy
arc4,ARC4,06205180,ARC4 LIMITED,1.0,1,13875.64,,tier 4 fuzzy
arc4,ARC4,06205180,ARC4 LIMITED,,1,13875.64,,tier 1 demoted: register name disagrees
AS Care Limited,AS CARE LTD,04864452,A S CARE LIMITED,,1,13699.66,,tier 1 demoted: register name disagrees
Cheshire Estate & Legal,CHESHIRE ESTATE AND LEGAL,10370954,CHESHIRE ESTATE AND LEGAL LIMITED,1.0,1,13650,,tier 4 fuzzy
Finastra,FINASTRA,FC034398,FINASTRA LIMITED,1.0,1,13549.6,,tier 4 fuzzy
Karcher Hire,KARCHER HIRE,06523042,KARCHER HIRE LIMITED,1.0,1,13442.3,,tier 4 fuzzy
Nappi (uk) Ltd,NAPPI UK LTD,03050134,N.A.P.P.I. (UK) LIMITED,,1,13292,,tier 1 demoted: register name disagrees
MK Maintenance and Renovations,MK MAINTENANCE AND RENOVATIONS,12694570,MK MAINTENANCE AND RENOVATIONS LIMITED,1.0,1,13240,,tier 4 fuzzy
Tylers Solicitors,TYLERS SOLICITORS,07045900,TYLERS SOLICITORS LIMITED,1.0,1,13080,,tier 4 fuzzy
The Asbestos Law Partnership,ASBESTOS LAW PARTNERSHIP,OC415464,THE ASBESTOS LAW PARTNERSHIP LLP,1.0,1,12985.5,,tier 4 fuzzy
RH Environmental Ltd,RH ENVIRONMENTAL LTD,05530460,R H ENVIRONMENTAL LIMITED,,1,12967,,tier 1 demoted: register name disagrees
Canfly Marketing Limited,CANFLY MARKETING LTD,12073630,CANFLY MARKETING LIMITED,1.0,1,12950,,tier 4 fuzzy
Smile Mediation,SMILE MEDIATION,03672399,SMILE MEDIATION LTD,1.0,1,12935,,tier 4 fuzzy
Bridging the Gap,BRIDGING THE GAP,05447509,BRIDGING THE GAP LTD,1.0,1,12929.13,,tier 4 fuzzy
Irwin Mitchell,IRWIN MITCHELL,06789204,IRWIN MITCHELL LIMITED,1.0,2,12504,,tier 4 fuzzy
Manchester Literature Festival,MANCHESTER LITERATURE FESTIVAL,04369668,MANCHESTER LITERATURE FESTIVAL LIMITED,1.0,1,12500,,tier 4 fuzzy
Beat Bazaar Projects Ltd,BEAT BAZAAR PROJECTS LTD,08669281,BEAT BAZAAR PROJECTS,1.0,1,12500,,tier 4 fuzzy
Scottish Power,SCOTTISH POWER,SC193794,SCOTTISH POWER LIMITED,1.0,1,12155.68,,tier 4 fuzzy
Langley House Trust,LANGLEY HOUSE TRUST,07888191,LANGLEY TRUST,,1,12151.44,,tier 1 demoted: register name disagrees
Hello Lamp Post,HELLO LAMP POST,11249234,HELLO LAMP POST LIMITED,1.0,1,12150,,tier 4 fuzzy
Matthews Environmental Solutions Ltd,MATTHEWS ENVIRONMENTAL SOLUTIONS LTD,07826037,ENVIRONMENTAL COMBUSTION TECHNOLOGIES LIMITED,,1,11990.02,,tier 1 demoted: register name disagrees
Cemetery Development Services,CEMETERY DEVELOPMENT SERVICES,05048077,CEMETERY DEVELOPMENT SERVICES LIMITED,1.0,1,11960,,tier 4 fuzzy
Advanced Visualisation Technologies,ADVANCED VISUALISATION TECHNOLOGIES,14330765,ADVANCED VISUALISATION TECHNOLOGIES LTD,1.0,1,11850,,tier 4 fuzzy
Buchanan Computing,BUCHANAN COMPUTING,03274424,BUCHANAN COMPUTING LIMITED,1.0,1,11577.2,,tier 4 fuzzy
Walker Morris,WALKER MORRIS,OC338981,WALKER MORRIS LLP,1.0,1,11525,,tier 4 fuzzy
Ideal Hygiene,IDEAL HYGIENE,14017076,IDEAL HYGIENE LIMITED,1.0,1,11424,,tier 4 fuzzy
Chics,CHICS,02207890,CHICS LIMITED,1.0,1,11168.75,,tier 4 fuzzy
The Training Hub,TRAINING HUB,08816279,THE TRAINING HUB LTD,1.0,1,11035,,tier 4 fuzzy
Super Clean Bristol ltd,SUPER CLEAN BRISTOL LTD,10898408,SUPER CLEAN BRISTOL LTD,1.0,1,10920,,tier 4 fuzzy
Hubsolutions,HUBSOLUTIONS,03406554,HUBSOLUTIONS LIMITED,1.0,1,10736.16,,tier 4 fuzzy
ProQuest,PROQUEST,03037526,PROQUEST LIMITED,1.0,1,10598.11,,tier 4 fuzzy
Cleardata,CLEARDATA,06892060,CLEARDATA LIMITED,1.0,1,10558.64,,tier 4 fuzzy
Shield Environmental Services,SHIELD ENVIRONMENTAL SERVICES,01889657,SHIELD ENVIRONMENTAL SERVICES LIMITED,1.0,1,10530,,tier 4 fuzzy
Hardwood Landscapes,HARDWOOD LANDSCAPES,13623998,HARDWOOD LANDSCAPES LIMITED,1.0,1,10528,,tier 4 fuzzy
Gemini Print Southern Ltd	,GEMINI PRINT SOUTHERN LTD,08530704,GEMINI PRINT SOUTHERN LIMITED,1.0,1,10460,,tier 4 fuzzy
The Beauty Project HQ,BEAUTY PROJECT HQ,14609417,THE BEAUTY PROJECT HQ LIMITED,1.0,1,10360,,tier 4 fuzzy
GATEWAY QUALIFICATIONS,GATEWAY QUALIFICATIONS,05502449,GATEWAY QUALIFICATIONS LIMITED,1.0,1,10323,,tier 4 fuzzy
T C Harrison Jcb,T C HARRISON JCB,01199798,T.C. HARRISON JCB LIMITED,1.0,1,10250,,tier 4 fuzzy
SLS Solicitors,SLS SOLICITORS,13043393,SLS SOLICITORS LIMITED,1.0,1,10000,,tier 4 fuzzy
Manchester Camerata,MANCHESTER CAMERATA,01128463,MANCHESTER CAMERATA LIMITED,1.0,1,10000,,tier 4 fuzzy
